listElement,isInstruction
"Jane Sarchet says3 September 2019 at 7:42 amOh thats really interesting, I assumed it needed to still be warm to work. Im going to have them another go now using your tip  thank you so much!Jane xReply",0
"mart says11 July 2020 at 9:52 amI have agree with Len, Im a Master Chef & lecturer. Its always best to rest pastry, give the gluten time to re-bind. Though I have to add. If you crumb the butter and lard with flour then add boiling water your get a better paste. Melting the butter and fat, doesnt get it hot enough and you get fat separation, which make your cooked pastry dark and patchy.Reply Jane Sarchet says1 December 2020 at 11:19 amThanks for the feedback Mart! Jane x",0
Jane Sarchet says1 December 2020 at 11:19 amThanks for the feedback Mart! Jane x,0
"MaryLou says6 August 2020 at 11:58 pmOMGosh! Im going to try that.Gosh i was faffing about but my pies are going to my BAKEDAY group today! Fingers crossed. I used my own chicken stock from the freezer with gelatine. I did mine in mini spring form tins (not high enough really for that traditional look) and released them half way and continued baking. Also i got weeping from the fillingwhich made attaching the lids tricky. Armed with reading the tips too late, ill assemble the filling at the last minute. Thanks from Hobart Tasmania Our little Islans State has borders closed to everyone and no covid for 2 months now so we have normal activities but maintaining distancing, antibacterial hand wash everwhere and of course hand washing. Stay safeReply",0
"MaryLou says7 August 2020 at 12:01 am OMGosh! Im going to try that.Gosh i was faffing about but my pies are going to my BAKEDAY group today! Fingers crossed. I used my own chicken stock from the freezer with gelatine. I did mine in mini spring form tins (not high enough really for that traditional look) and released them half way and continued baking. Also i got weeping from the filling, which made attaching the lids tricky. Armed with reading the tips too late, ill assemble the filling at the last minute. Thanks from Hobart Tasmania Our little Island State has borders closed to everyone and no covid for 2 months now so we have normal activities but maintaining distancing, antibacterial hand wash everwhere and of course hand washing. Stay safeReply Pork Pie Lover says15 August 2020 at 2:41 pmThe best pork pies in Aus come from Wivenhoe Butchery near Burnie. You used to be able to buy them in Hobart at the deli in Salamanca. We live in a QLD but always go to Wivenhoe Butchers For pork pies if we are visiting.",0
Pork Pie Lover says15 August 2020 at 2:41 pmThe best pork pies in Aus come from Wivenhoe Butchery near Burnie. You used to be able to buy them in Hobart at the deli in Salamanca. We live in a QLD but always go to Wivenhoe Butchers For pork pies if we are visiting.,0
"Janet Brooks says24 August 2019 at 5:03 am These look great. Your recipe is quite close to mine. I live in Canada and make pork pie each Christmas served cold breakfast morning. My recipe goes back over 100 years . My mother in law taught me the tradition which I have been making for over thirty years. I do not eat it but it is enjoyed by all the Brooks men . .Reply Jane Sarchet says3 September 2019 at 7:40 amHi Janet, what a fabulous tradition for your family! They are very lucky as theres a lot of work involved for you, especially if you dont eat them yourself!Jane xReply",0
"Jane Sarchet says3 September 2019 at 7:40 amHi Janet, what a fabulous tradition for your family! They are very lucky as theres a lot of work involved for you, especially if you dont eat them yourself!Jane xReply",0
"Louise Clancy says15 September 2019 at 10:20 amVery interested in making a pork pie. Brilliant explanation. Thank youReply Jane Sarchet says28 December 2019 at 1:11 pmMy pleasure Louise, I do hope you enjoy it if you give it a go :) Janie xReply",0
"Jane Sarchet says28 December 2019 at 1:11 pmMy pleasure Louise, I do hope you enjoy it if you give it a go :) Janie xReply",0
"Rebecca says18 September 2019 at 8:54 pmHello, I am an Aussie wife looking to make these for my husband who says cold pork pies with jelly are the only thing he really misses about UK! Your recipe sounds the best of all the ones I have been reading! I would really appreciate some help and instructions on how to use gelatine instead of a Trotter, and also what effect would it have on the end result? Thank you so muchReply Jane Sarchet says1 December 2020 at 9:07 pmHey Rebecca, thats sweet of you! Honestly, Ive never made it with gelatine. By following the instructions on the pack you should get it to set, but you may be missing out on some of the savoury flavour that you get from using a pigs trotter. Jane xReply",0
"Jane Sarchet says1 December 2020 at 9:07 pmHey Rebecca, thats sweet of you! Honestly, Ive never made it with gelatine. By following the instructions on the pack you should get it to set, but you may be missing out on some of the savoury flavour that you get from using a pigs trotter. Jane xReply",0
"Jacqueline says10 November 2019 at 4:23 pmHi Jane, This looks like a wonderful recipe. I am going to make them for my boyfriend who is English. I do have one question though. For the baking sheet wrappers, you say in the recipe to take them off, however, in some of your pictures, it looks like that you left them on. I would like to leave them on if it will work as it just adds to the homemade look of the dish and would look great on the sideboard having some still wrapped and some cut in half. Is it still okay to leave them on? Thank you again for sharing! :<)Reply Jane Sarchet says28 December 2019 at 1:07 pmAbsolutely! I popped the papers back on for the photos for that very reason! Janie xReply",0
Jane Sarchet says28 December 2019 at 1:07 pmAbsolutely! I popped the papers back on for the photos for that very reason! Janie xReply,0
"Cheryl Suddeth says18 December 2019 at 3:15 pmI have just been introduced to these magnificent looking pork pies. My question is, being a fan of heated foods, are these pies always served cold, or could they be served warm if a little less jelly was used? Thank you!Reply Jane Sarchet says28 December 2019 at 12:42 pmHi Cheryl! Theres nothing to stop you eating them hot, even with the amount of jelly stated in the recipe, however they are traditionally made to eat cold so that the jelly sets and the pastry becomes even more delicious. If you give them a go, and try them hot, please do let me know what you think! Janie xReply",0
"Jane Sarchet says28 December 2019 at 12:42 pmHi Cheryl! Theres nothing to stop you eating them hot, even with the amount of jelly stated in the recipe, however they are traditionally made to eat cold so that the jelly sets and the pastry becomes even more delicious. If you give them a go, and try them hot, please do let me know what you think! Janie xReply",0
"Mike Hewitson says16 January 2020 at 8:26 amHi JaneThanks very much for sharing this, the pies look fantastic, and Ill be doing a batch soon. One small question: is one able to freeze them?Reply Jane Sarchet says27 January 2020 at 4:27 pmHey Mike, thanks for the message. And great question! Ive never seen pork pies frozen in stores or butchers, and Ive never tried freezing them either. They would certainly be edible after defrosting and wouldnt make you sick, but Im wondering if the pastry would lose some of its texture and/or taste? Honestly, Im not sure of the answer. But if you give it a go would you report back and let us know how you got on? Many thanks & I hope you enjoy making them. Theyre a labour of love but well worth the effort :) Janie xReply Stephen says25 August 2020 at 10:49 amMike, Our local butcher freezes them and while they are edible when thawed, one should really question the reasoning behind it. Get yourself a group of makers and spread around the love, reduce the work load and pick up tips.Reply",0
"Jane Sarchet says27 January 2020 at 4:27 pmHey Mike, thanks for the message. And great question! Ive never seen pork pies frozen in stores or butchers, and Ive never tried freezing them either. They would certainly be edible after defrosting and wouldnt make you sick, but Im wondering if the pastry would lose some of its texture and/or taste? Honestly, Im not sure of the answer. But if you give it a go would you report back and let us know how you got on? Many thanks & I hope you enjoy making them. Theyre a labour of love but well worth the effort :) Janie xReply",0
"Stephen says25 August 2020 at 10:49 amMike, Our local butcher freezes them and while they are edible when thawed, one should really question the reasoning behind it. Get yourself a group of makers and spread around the love, reduce the work load and pick up tips.Reply",0
"Kim says7 February 2020 at 7:18 am I am a huge fan of pork pies, and being a British ex pat living in Cyprus, I have had severe withdrawal symptoms as they are very difficult to acquire here, I found your recipe and gave it a gooh my, they are so delicious, tasty and just the right crunchiness in the pastry, you have made me a happy woman! I have even made them for fellow Brits and they want to buy them from me on a regular basisReply Jane Sarchet says1 December 2020 at 1:11 pmKim, youve officially made my day! Im so glad you loved them :) Jane xReply",0
"Jane Sarchet says1 December 2020 at 1:11 pmKim, youve officially made my day! Im so glad you loved them :) Jane xReply",0
"Dan D says17 February 2020 at 6:55 pm As a Brit living in the US, I loved making these as described. And, they were next level delicious. I just which I had some picalilli or branstons pickle to go with it! Thanks for this recipe!Reply Jane Sarchet says17 February 2020 at 7:14 pmDan, youve made my day! I especially love the thought of these being made by a Brit overseas! Thank you so much for taking the time to leave a message :) Janie x PS were visiting (English) family in the US this autumn and Branston is already on their list for us to bring over!Reply Ron Martin says21 February 2020 at 12:18 amMake Branston pickle yourself. Recipes are on line. I do when Im back in Thailand.Reply",0
"Jane Sarchet says17 February 2020 at 7:14 pmDan, youve made my day! I especially love the thought of these being made by a Brit overseas! Thank you so much for taking the time to leave a message :) Janie x PS were visiting (English) family in the US this autumn and Branston is already on their list for us to bring over!Reply",0
Ron Martin says21 February 2020 at 12:18 amMake Branston pickle yourself. Recipes are on line. I do when Im back in Thailand.Reply,0
Ron Martin says21 February 2020 at 12:15 amThey look delicious..Ive never made them before but I have been persuaded by my family I am visiting in New Zealand to make the as we remember them back in Blighty. One question.How many pies of the size youve shown on your video do you get out of the recipe? Thanks again.Reply Jane Sarchet says1 December 2020 at 9:05 pmI got three pies from the ingredients listed Ron :) Jane xReply,0
Jane Sarchet says1 December 2020 at 9:05 pmI got three pies from the ingredients listed Ron :) Jane xReply,0
